Area,Price
1700.071582,190
2175.202689,110
2181.818182,240
1700.071582,95
1080.246914,35
1276.127613,58
2735.016019,350
988.0395216,190
935.0788138,35
550.0207555,53
1094.890511,51
6397.725253,360
1150.01465,78.5
936.1348034,45
1150.030066,76.5
3810.431055,320
1173.020528,84
2541.699762,160
950.1648245,49
1045.12276,63
1969.667126,100
930.0661778,52
1071.080818,55
1400.208986,67
1176.470588,200
1925.925926,130
1053.001053,30
1051.156272,45
988.5365491,66.4
1300.034211,38
850.0028333,150
948.6166008,31.2
1760.198799,85
850.1259446,27
654.9646319,50
1050.019091,110
1267.05653,65
1150.086256,40
844.8442017,26.3
1075.268817,100
1016.191315,150
900.3760394,170
2058.11138,170
6000,750
950.1187648,36
2015.983872,280
749.4004796,12.5
3045.878546,160
1303.707063,230
936.0223873,97
1100.375738,20.5
704.0070843,31.8
2000,130
1678.657074,63
411.1662322,48.9
950.0285009,50
4787.552364,480
630.2521008,13.5
1823.154057,160
2250.692521,65
1399.941055,190
1635.055592,100
1896.878772,110
1600,250
1447.054818,85
1640.112465,70
1110.053917,70
3333.333333,250
2708.070049,300
410.0461302,16
1512.401694,100
912.0620202,120
795.097423,25.3
443.5607219,29
1350.121359,44.5
4000,400
4769.230769,310
1897.278651,99
705.0092764,57
1510.989011,110
643.8113633,120
1100.208147,37
650.0691563,47
502.6315789,19.1
999.6895374,64.4
628.9308176,37
1050.228311,23
1225.186104,79
1473.005999,66.3
1250,24
1614.797416,55
533.0243337,23
2754.820937,470
772.4137931,22.4
900.116144,31
674.9662517,45
1773.049645,120
1200,45
2015.503876,78
1075.05864,55
1190.322581,36.9
1220.886551,65
1199.944189,86
1700.15456,110
875.1608752,34
1518.151815,92
739.9817851,65
389.5585889,87.9
1350.154936,61
1679.966401,120
5873.586394,670
1044.045677,160
1350.024546,55
1954.686806,88
1500,48
1192.307692,62
1000,40
1556.247221,35
514.9738552,130
1072.194425,30
1626.898048,180
700.1647446,17
1336.184773,78.1
535.0028458,47
882.0536017,78
650.0397984,49
1370.07874,87
1930.235765,140
730.8254481,190
1000,94
650.0956023,17
2258.512856,130
2026.929202,140
414.7619048,87.1
1495.35923,43.5
800,13
1821.125051,90
940.8075265,120
1250,52
1209.816799,35
550.017188,32
1150,23
1225.201072,45.7
408.997955,70
2685.861624,500
498.8873735,69.5
666.0088801,13.5
1110.045224,81
950.3239741,22
1349.325337,45
530.2378905,55.5
1200.274348,35
1599.680064,240
1163.636364,160
113785.558,7280
2241.010492,220
942.0022165,51
301.9171163,26.3
900.090009,40
2674.956622,92.5
852.9776675,110
2106.897316,190
3495.947879,220
1600.134748,95
1326.963907,75
1505.011565,97.6
1296.111665,78
3501.361641,630
1400.147384,76
661.9632436,76
2070.0207,690
284.0012622,9
1299.89295,85
1300.131062,49.6
1165.13904,75
1135.241856,46
1645.141451,53.5
2141.46658,66
1777.975331,160
947.6389335,29.5
1100.196464,28
1273.828413,570
797.0849465,35
823.0452675,34
630.1502666,13
1300.284437,32
1785.469029,130
1995.609659,100
3750.161645,290
1724.137931,34
1699.346405,26
1270.417423,35
675.0392465,43
1625.282167,72
1655.878368,110
1650.252861,62
650.1011268,22.5
1750.051472,85
1400,51.8
1877.410189,370
1150.190114,48.4
1767.352185,110
800.1361934,23.5
1250,45
609.0764331,15.3
2000,60
1250,45
954.7934528,24.5
453.0011325,64
550.0442,56
2051.158301,85
2501.924557,130
1159.243441,38
940.2914904,20
1750.087504,200
1474.993653,58.1
800,25
1678.947368,63.8
2171.612103,1190
675.024108,42
1302.241066,43
1166.180758,60
549.7771174,18.5
1399.825022,48
1176.683563,130
1282.568807,69.9
1609.834626,110
675.1687922,9
1950.078003,350
1650,52.8
1223.380154,27
1250,41
1183.522902,38.5
1960.01568,50
2700.096432,56
980.3921569,23.5
1195.652174,110
900.297619,24.2
1328.273245,42
1125.112511,100
830.2364197,210
1554.118018,98.5
449.7354497,10.2
1210.084034,36
1800.288046,75
958.9041096,140
4800,4500
1350.0135,150
949.9136442,22
1040.041602,180
1449.781659,83
1350.135014,60
1579.809004,57.9
1489.489489,24.8
750.0610799,30.7
1419.656786,45.5
4095.252541,270
750,18
883.4442547,300
910.8108108,33.7
2526.595745,95
5000,550
1559.004948,230
1553.139561,70
1207.200847,68.4
1400,70
1347.708895,100
2728.264824,150
2705.882353,230
1429.272351,670
716.0268129,94
1420.051122,50
970.042796,68
3899.835796,380
900.090009,30
1264.450867,35
1850.124378,59.5
1070.079731,51
840.1344215,35
2280.068402,120
1671.681712,100
3200.189641,270
722.0216606,180
1300.027858,140
1069.93737,41
1773.144914,330
617.9671647,33.5
715.0153218,49
1352.169526,67
1199.637845,53
1363.109049,47
802.572041,33.7
950.1187648,24
1217.161984,120
1050.052503,30
1073.878628,40.7
609.9916634,300
777.1073322,42.5
900.0692361,39
900.0473709,38
1079.913607,20
1565.55773,40
950.0777336,110
1474.080747,180
1250,68
987.2159091,27.8
963.2751355,32
1350.135014,30
1085.169352,66
1187.172371,77
1800,270
450,18
1610.087294,83
1600,60
875.8683177,58
1825.047199,58
750.0340925,55
1050.130672,44.2
1276.190476,40.2
1050.098447,48
800,44
677.2009029,21
134884.5664,7420
453.0011325,68
1118.864852,48.1
1675.312786,54.9
989.927058,57
3200,320
932.9149351,110
1151.271754,43
1277.013752,65
1609.340486,51
1305.142261,100
4995.004995,600
800,160
1130.00932,97
960.0529684,87
1574.590606,87.5
917.1252293,55
780.3790412,14
690.0212314,52
852.4137931,30.9
816.1044614,22.5
828.0621047,72
1236.009064,180
1135.159679,75
1050.030883,68
1847.187238,110
2182.684225,77.9
1750.028226,310
800,60
1529.79066,190
1018.387553,180
428.0137341,91
1287.5,41.2
950,38
1492.537313,260
1482.030382,120
1336.784323,470
1152.308252,31.7
745.4323995,30.6
760.5016922,38.2
1495.162709,85
907.1117562,25
468.0851064,11
651.8904824,15
630.0114548,22
2150.304083,99
626.2135922,64.5
1017.293998,110
1224.177506,32
1214.329083,100
1250,60
1974.103163,93
914.0767824,40
979.7746518,140
655.0218341,45
2067.649242,390
730.0204918,57
1225.114855,40
1000,25
1329.787234,40
1310.125398,70
1050.119332,44
1099.00174,120
741.1851904,420
1404.180629,88
576.7012687,130
1267.197683,35
576,72
418.9066536,120
2591.722686,320
1129.908619,91.5
900.2770083,13
1285.21997,52
2356.432187,270
1425.178147,60
1705.708438,75
906.6666667,170
1159.885796,65
1250,32
1080.139373,31
926.0484191,70
1000,70
1150.012778,45
1263.823065,120
1342.826244,74.5
1364.15853,95
900.0090001,100
892.0606601,60
593.8927627,24.7
1181.553004,320
1315.053162,47
1071.080818,110
905.0546448,53
1485.009807,53
1388.888889,45
1100.352113,25
1586.914063,65
1102.236422,48.3
1880.141011,160
1297.989031,63.9
2046.38472,120
1699.716714,72
1250,140
981.3084112,21
1095.290252,120
1050.019091,110
498.2964225,23.4
650.0956023,17
645.9770115,28.1
1060.114742,85
1120.657452,120
1570.247934,38
1527.183873,100
1045.10451,76
2556.890821,200
1365,81.9
553.0682117,21
1273.12897,46.1
1536.09831,120
659.0038314,86
1010.10101,48
610.0422337,26
1084,81.3
1525.010167,150
1073.138517,65
1032.204789,100
731.7073171,21.9
1840.168244,140
1274.078568,84
2060.641743,140
790.3225806,24.5
1250,25
606.0173963,170
1180.080245,100
1300.091771,85
1150.306748,37.5
1529.411765,130
1150.109062,58
1267.719258,110
1820.072803,140
1100.110011,60
1373.567412,320
3539.823009,220
1250,60
715.098326,44
1180.327869,36
460.0141543,65
1750.448833,58.5
1250,45
454.5454545,14.7
1156.25,37
3017.170443,550
1275.148767,45
789.4736842,150
1464.128843,120
744.7402718,160
2197.260274,80.2
1262.980634,180
2500,150
1096.057239,72
900.090009,40
636.682243,21.8
1750.164078,80
2840.909091,60
1078.705553,27
1199.563795,22
1575,69.3
1020.049244,58
1904.761905,100
1125.304136,37
462.7862595,87.3
1301.78421,170
1199.887069,85
1606.217617,62
556.0851605,35
1501.812532,87
1073.913043,24.7
1290.322581,48
1377.593361,49.8
873.6608792,47.3
473.8302934,23.9
1265.130808,64.8
1431.560401,130
1721.170396,130
658.0016247,16.2
2155.94682,180
457.612203,31.2
1406.110188,110
1351.849576,110
1330.555556,47.9
750.122971,30.5
1215.066829,30
870.385906,41.5
1800.110436,65.2
1380.195795,86
850.0772798,22
562.2913372,32
1420.185571,75
1798.410707,43
890.0316456,90
1199.982546,550
1200.274348,35
1250,29
924.9471459,35
1000,38
1263.94052,34
1170.094839,95
650.0847937,11.5
1160.092807,45
520.1560468,12
1040.582726,220
1320.233344,43
884.8080134,26.5
1381.079215,140
1401.206101,79
609.6551724,22.1
1075.032909,49
1680.244399,99
970.3085581,100
1555.299539,67.5
1129.943503,190
860.0158772,130
2600.472813,99
830,66.4
1200.111638,43
953.1590414,35
952.3809524,160
1944.742489,72.5
1150,230
849.0165558,60
1773.049645,110
1300.052002,75
1500,57
459.9725974,23.5
1218.701529,110
567.2131148,17.3
513.3333333,15.4
550.0550055,25
1840.225157,85
1721.875,55.1
772.0631904,130
824.0317627,110
1388.235294,47.2
1250,52
1125.080593,34.9
1804.966096,370
1050.052503,60
845.5944529,100
700,56
908.832718,32
1391.035549,45
972.2222222,28
777.1428571,170
1193.00106,90
990.0990099,35
397.6514545,14.9
899.8691099,55
639.9317406,45
680.9669731,100
555.5555556,100
1173.062998,81
1087.150241,61
750.085237,22
1000,85
1593.272848,72
950.0542888,35
951.1077158,24.9
1500,75
1885.197562,95.9
1240.096452,36
1415.428167,40
1240.221332,65
812.9346942,90
1647.898929,120
1200.05275,91
1434.901878,68
1215.168657,58
960.0180709,85
2295.492487,110
1000,19.5
1764.446405,160
1242.043161,80
800,26
850.1594049,24
450.0281268,24
678.119349,30
1844.28929,140
1015.123265,49
932.8358209,25
1654.575538,130
470.388649,30.5
1910.04313,62
1179.673321,39
1025.056948,54
2200.220022,60
599.1611744,20
1100.060277,73
1256.862179,87
1355.199135,75.2
1033.295063,45
1304.052997,250
1400.124456,90
800,81
2169.854166,430
569.1056911,28
620.0455223,79
730.1808067,21
1075.268817,34
1184.090909,52.1
1100,22
1640.28777,57
715.0518413,20
564.2633229,9
1500.375094,40
750.1875469,20
515.6445557,20.6
1037.79296,120
574.0393627,24.5
1179.813594,51.9
83212.07712,9150
1147.028154,55
1353.236607,48.5
1688.235294,57.4
1900.538486,60
3486.055777,140
819.1747573,27
600,33
1199.878493,79
1079.830312,56
1650.165017,70
1150.054765,63
1042.558737,280
2632.040709,150
2040.370977,74.8
796.5686275,26
1080.050826,68
966.8508287,35
1600,62.4
820.0168209,39
1133.093525,63
1109.960041,75
620.048226,18
345.276221,34.5
1850.15989,81
1390.268123,28
1090.074584,76
1549.358123,35
993.1122858,62
665.1147323,20
1265.141319,47
925.1003121,83
1467.13615,100
1178.20324,48
580.6288032,22.9
416.6666667,63.1
650,32.5
1614.639397,60
418.9373297,36.9
1232.006225,95
711.4854073,49
1300.014445,450
600,36
1225.023139,450
2400,69
1215.132693,43.04
1200.171453,28
1017.604559,100
893.4869504,38
1079.754601,44
1200,75
2200.488998,90
5800.464037,500
2100.375857,95
550.1222494,18
1635.244325,85
537.0462456,54
650.0742942,35
708.7378641,36.5
1724,86.2
1165.02779,54.5
1537.9686,240
1296.17628,60
1100.173712,38
1250,45
810.3727715,15
853.2423208,25
685.1155293,25.5
976.1023225,29
1200,21
584.9665841,77.9
2190.026954,130
2124.372345,55
1295.824102,310
2200,66
525.0596659,22
1510.45701,39
1344.87686,160
500,16
1125.082727,85
450.1385042,6.5
1377.410468,45
929.4832073,150
727.9344859,32
810.0147275,33
1408.15719,47.3
1925.320887,66
1050.295858,35.5
8796.296296,19
2286.374134,99
1993.024415,120
674.9401263,31
1392.145369,95
1000,150
820.1202843,30
2645.082791,500
1492.537313,100
873.1082654,45
3087.563295,250
1200.063161,76
584.1803949,100
1150.012778,90
1780.014731,290
3086.980207,850
850.0772798,33
1220.232238,62
785.4545455,270
769.2307692,200
600,30
979.9118079,40
818.4851728,130
1146.025878,93
1502.057613,73
697.0849176,22
2247.611912,120
1305.109024,82
1860.672819,62.5
1000,25
1000,70
650.0742942,17.5
493.3899906,41.8
820.035461,37
670.0167504,32
1357.019492,55
523.5236633,150
1267.123288,92.5
1295.097132,70
1131.901132,49
495.378544,47.7
580.904098,110
900.0423549,85
2000,80
1230.046948,65.5
1250,45
1128.09856,76
749.2641156,140
2000,150
1155.455423,35.9
1730.103806,65
833.6602589,170
2103.049422,180
831.1564949,35
1552.238806,130
1041.028781,34
1174.611535,44.6
1430.103683,40
1253.031528,62
3500,1050
418.0213655,18
1316.261816,110
784.893116,170
673.0065838,230
1232.126559,81
1200.120012,40
1160,52.2
1650.20477,68.5
847.0225873,33
1200.087279,55
505.0505051,12
1050.241272,37
830.1158301,43
2399.232246,25
1000,43.5
2500,180
1039.222259,31
1140.030114,53
650.0171057,19
1600,280
1424.409194,44
965.0495566,37
1190.06554,69
1538.602604,83.9
388.0392604,17
825.0825083,25
1076.015272,62
1000,27
1341.021859,300
2575.87754,97.6
650.0171057,95
650.0072223,45
1000,45
1419.920651,68
1035.083896,95
1448.06338,32.9
147428.5714,5160
1607.951686,63.9
915.0746508,57
1102.414287,100
1338.376491,230
1113.043478,64
1356.6987,120
1160.140874,56
1660.280971,78
1465.076661,86
895.166103,45
1219.89365,78
495.1261024,32
2718.868951,650
1025.056948,54
258.2138319,56.9
1503.358356,76.1
2080.443828,75
630.0114548,66
720.0496586,58
950.0351865,54
1669.216859,120
820.4791598,100
847.7719493,160
800,22
1920.438957,140
2298.850575,310
1365.187713,48
1160.862355,42
194.5945946,180
900,45
1849.635513,170
1150.251618,48
1437.28223,66
3850.641774,330
1333.333333,44
925.4498715,18
750,24
1000,23
1115.030151,98
1320.211234,55
1255.119567,95
1090.750436,200
494.4152431,60.2
1400,91
625,43
1018.079691,58
1058.691193,160
1100,35.2
1370.071548,90
1508.523156,100
1059.322034,130
1464.128843,50
1778.629087,130
1641.038109,270
949.9024073,14.6
925.1101322,42
1023.973015,85
900.0225006,120
1232.264845,46.9
1100.052383,63
5500.045834,2400
699.720112,35
1000,27
11263.15789,1070
965.0180941,40
1256.2025,200
1190.059503,68
1200.087279,55
950.0206526,23
1000,65
1224.007561,25.9
1620.145631,53.4
2184.83723,100
2107.873528,170
8500.148753,2000
2200.220022,80
430.0335426,50
1139.240506,18.9
1239.362142,300
1450,58
2400,840
652.6806527,16.8
1310.043668,45
749.8986623,37
1412.57189,140
600.1091107,11
1466.27566,140
1332.55814,57.3
1251.390434,180
560.1659751,13.5
1050.030883,34
611.5057152,130
1100,38.5
517.9345684,65.7
1865.030675,76
2666.666667,640
1785.434612,68.4
1693.070504,140
2800.466744,120
993.9959973,29.8
800,21
554.5981513,35.4
2528.199144,130
1549.833095,65
470.0162075,29
1464.002756,85
616.089613,12.1
15901.06007,45
1622.324465,81.1
1520.462896,360
987.2611465,46.5
1243.91563,46
1000,40
2137.513359,120
1450.163399,71
778.0703854,130
1300.202254,45
1120.041483,43.2
630.0452845,32
1212.250106,57
1077.816492,46.4
1784.753363,59.7
1110.574602,23
1000,20.5
2242.794426,940
1748.948417,79
1100.187266,47
1050.105011,35
1450.577664,33.9
1080.175303,41.9
1456.071076,59
482.2198276,17.9
1010.10101,30
1343.265356,110
1421.075645,130
649.5160469,25.5
813.0081301,45
1000,38
700.152207,23
1373.333333,61.8
892.998679,33.8
2056.766763,100
2616.170425,210
1049.250535,24.5
658.9895494,99
2345.251826,61
965.7576379,47.1
950.1187648,40
1275.148767,45
1150.251618,32
650.0072223,45
1453.175457,54
1530.131827,65
1039.992436,110
985.2911545,48.9
1326.194803,270
2500,100
1821.238442,130
590.9213,22
1091.061687,52
1000,26
1598.622725,130
606.0606061,25
1818.708929,94.1
1475.237092,70
680.056935,43
920.6798867,26
1350.007105,95
1210.067764,50
1941.457587,130
1730.103806,120
1600,90
711.1597374,26
1957.202505,75
870.1472557,26
800,35
493.5612689,110
1650.165017,100
1150.180743,70
1235.203294,72
1475.461082,47.2
1300.052002,100
1459.427904,100
1100.110011,110
535.0772889,18
1409.940078,320
1780.063291,450
1560.107198,81.5
450.0703235,16
1375.404531,42.5
1050.105011,35
1911.764706,52
1150.337168,29
1296.701516,160
1500.288517,52
1237.38196,38
1494.232263,250
1835.220617,47
950.1965924,29
1615.074024,84
1098.885597,77.9
1020.408163,23
1063.122924,32
1138.888889,41
1554.11449,69.5
650,52
297.029703,27
1475.237092,70
789.0287432,42
1100.110011,40
1550.387597,48
871.875,27.9
776.5314927,180
716.1271842,25
1259.090909,55.4
620.051512,65
2120.062486,95
1878.069922,130
1989.38992,120
1000,41
1130.085384,90
650,39
11932.51954,870
1260.003405,74
1310.272537,50
1172.065766,72
850.1709667,54.7
1747.360757,48
775.0602825,45
616.815335,130
654.7359232,120
1109.783165,65
585.0727388,18.5
1700.352903,53
700,22.4
1627.441162,130
1510.211086,88
1799.485861,35
1810.10367,110
1340.146548,69.5
832.2087269,74
1862.252439,63
1288.088643,37.2
67574.38225,6700
859.8993289,41
1602.136182,60
811.4285714,28.4
500,20
800,200
1479.869423,68
1390.201442,55.9
1394.230769,72.5
1220.063263,81
3398.172018,290
1081.481481,29.2
1200.092315,52
848.590526,29.2
1500.068185,110
270.0049092,110
1220.159151,46
1300.294406,53
1147.272727,63.1
669.9846861,35
860.0424288,150
1100.352113,25
1304.667402,35.5
1400,56
645.5166336,29.3
1851.351351,68.5
1000,300
374.5318352,39
1086.036671,77
1000,59.9
1550.06284,74
1230.982019,26.7
1248.597082,89
2850.435949,85
1125.065411,43
2137.254902,87.2
600,19.5
2799.865606,500
570.1161848,21.1
2167.24537,74.9
650.0436596,67
1600.853789,60
1208.108108,44.7
2040.081603,170
852.0630661,25.4
994.585352,34.9
1150.086256,20
349.9840916,33
1419.86456,62.9
740.0098668,30
750,45
2068.965517,120
1099.958752,160
530.0353357,51
1426.68428,75.6
1608.884074,89.1
738.467219,320
951.0869565,28
1020.040802,170
564.8648649,20.9
1260.005929,170
1046.666667,47.1
1000,22
1050.013816,38
1665.03428,85
1014.925373,34
635.00127,150
1823.134954,87
446.0966543,18
1266.163793,23.5
1862.486419,120
1209.628644,100
1150,46
650.026001,87.5
1399.956924,130
650,19.5
1500,120
2777.006387,100
1002.903141,38
765.7869934,32.5
1500,42.9
890.0876601,66
850.0303582,28
1744.732251,130
1216.666667,29.2
1300.142248,45.7
1224.183252,65.2
1179.166667,56.6
1947.690595,70
1312.241596,73
2008.002001,80.3
650.0797825,110
1658.202923,160
980.0718719,60
1038.062284,42
750.0750075,25
1478.237065,54
616.0616062,28
2020.416844,95
1494.794736,76.1
1285.152706,85
1041.563337,210
786.7647059,21.4
1240.046991,95
790.2735562,13
2100.023334,270
1046.153846,23.8
866.6666667,16.9
1107.419712,130
1345.191773,48.4
1607.205934,91
1525.287664,57
1400,210
570.0087694,39
772.4447878,220
1046.413502,24.8
1150.306748,30
1118.956255,72.9
1750.016827,260
1272.009715,41.9
1250,52
1895.184684,98
1139.860937,100
1009.782266,160
1099.937146,35
1948.051948,150
695.1340616,21
1020.061204,30
1389.908738,530
1934.576152,110
1067.362429,67.5
1525.658807,55
1354.025622,260
2200.055417,79.4
635.5263158,48.3
1100.21526,46
1200.192031,50
1050.126015,75
1351.097767,72
1750.059661,220
2400,45
617.053104,16.5
1350.024546,55
1600.196947,65
1335.667834,80.1
1200,75
1250,87
570.018717,33.5
1050.283861,25.9
1050.150021,49
6363.636364,350
1600,160
987.5567845,100
1898.493862,150
1078.079059,66
1064.584812,120
738.8642601,35
67600,5070
1609.0693,88
1500.150015,100
1603.07791,150
1027.882798,87
861.0086101,28
663.1592909,150
600,15
1899.335233,120
820.6811654,140
675.9366551,35
1433.121019,72
975.2925878,30
600,15
1100.110011,30
593.6568176,21.9
1761.855821,120
640,20
1434.926101,100
1235.154394,26
1509.718499,90.1
1193.058568,77
1299.778761,47
644.983462,58.5
1294.28895,240
1800.055386,65
876.1288583,130
780.141844,33
374.9499399,74.9
452.173913,10.4
312.2020972,13.1
1152.073733,120
1100.352113,150
2620.485359,230
1866.404715,76
1896.551724,110
950.0391193,85
1201.034738,65
1666.203832,60
1400.098831,85
830.6294614,320
1225.490196,100
4800,390
2229.746677,88.9
1236.418134,33
1880.267992,87
1753.546947,110
1020.015396,53
2979.392535,720
2249.028828,220
1105.827712,200
1489.212008,63.5
1119.728551,23.1
1014.292301,22
400,10
1080.080235,140
1410.25641,110
772.68431,32.7
680.2721088,14
1000,75
1760,110
1250,58
1630.139467,90
1000,40
495.2830189,42
637.3882627,32.8
1825.293351,70
1304.915181,150
965.0053022,91
1385.041551,55
1170.117012,65
1256.190905,27.9
414.9715216,51
1043.364852,160
1478.852411,50
938.4057971,25.9
1165.09379,100
550.0261917,10.5
1050.06105,43
900.1895136,28.5
1765.225066,100
1130.010705,95
2550.369804,100
657.5052854,31.1
770.156438,32
800,22
450.0211775,85
801.1049724,14.5
1048.218029,50
2738.89227,180
2047.315742,180
665.0332517,57
3361.972357,180
1365.433822,58.7
1619.502216,47.5
1329.179647,320
710.032066,62
1220.037319,170
3632.589517,280
680.0664954,45
600,54
1643.262623,55
1214.181642,100
1908.396947,130
1480.019734,210
1000,15
553.0073843,170
1567.268828,190
810.0654947,23.5
448.201825,16.7
575.4226268,17.7
1650.071124,58
1183.19858,60
695.004029,69
2500,800
1308.818947,42
1102.145247,56
990.0990099,53
